21 0.541938424 0.456654251 2.60117316 0.219590992 0.636120379 0.408719182 6.01440859 0.282131076 0.166846856
17 1.12825155 0.182463720 0.238531709 0.430000186 0.907297969 0.793755949 5.34262276 0.461203486 0.539963126
28 0.872391164 0.588470578 0.519716918 0.374040812 2.81872034 3.22372057E-02 3.41383672 0.498273730 0.191276670
11 0.271040022 0.427837998 1.00351012 6.80434406E-02 1.73269832 0.266499758 1.46108603 0.418817252 0.467638344
26 0.346423715 0.355851740 3.53554797 6.82246909E-02 1.35205662 0.107295074 5.48826195E-02 0.336972803 0.276984602
14 0.950369895 0.126110733 2.34303737 3.80138792E-02 2.28986549 0.196776971 2.03784657 0.282109946 0.319011748
30 0.186831951 1.97546077 5.11371517 0.115303539 0.987821221 0.322488159 4.99188519 0.313119471 0.420019746
24 0.808614254 0.260040909 4.50733185 0.176170766 0.630535901 0.122326612 4.17356920 4.95214462E-02 0.223345309
27 1.89350581 0.248606324 3.23751330 0.139953703 0.459338933 1.58793521 4.24485683 0.431025982 0.331691086
2 0.980847001 0.242754072 6.06419086 0.429885119 0.434314698 0.790944219 3.27570271 0.223288402 0.224396184
18 1.85267842 0.325513303 1.32823968 0.462949336 1.13245833 0.484273404 5.47859478 0.585487425 0.527573824
19 1.34234560 3.81226614E-02 5.12063503 0.366358042 0.742978871 1.09817338 2.19111729 0.582863688 0.410163820
16 0.732969344 0.177915275 1.96661437 0.162453249 2.44016194 9.13926065E-02 4.91022539 0.381247938 0.423177332
29 1.10190570 0.351765454 3.44772410 0.345050603 0.680548668 0.549862564 5.74572182 0.321571887 6.05173334E-02
23 2.59069729 0.179869488 4.36398697 0.405369312 0.624502957 0.843060791 1.31567872 0.468124956 0.193694472
38 0.613710523 1.08847976 5.48509884 0.503586709 0.300836593 0.267825752 3.16853738 9.58343297E-02 0.441067755
13 0.581390262 0.590871215 3.13268900 0.273717880 1.12686670 0.338868558 2.49109674 0.261112928 0.495625675
7 0.437664211 0.680948853 0.112052388 0.232750759 1.50670767 0.230359063 5.70465565 0.232931137 0.412424833
3 0.311847568 0.886880457 4.08036137 0.207679734 0.00000000 0.00000000 0.00000000 0.00000000 -1.00000000
22 2.00060225 0.134137973 1.10195446 0.310122401 0.474792629 0.546993494 6.26497030 0.265798181 0.551857173
39 0.731914282 0.162656993 3.95069408 8.15743953E-02 0.156903610 3.03771758 5.45020390 1.87136959E-02 6.94295764E-02
4 1.26037407 0.521043003 6.10714722 0.560411155 0.308985412 0.596248269 6.10327339 0.140287638 0.700513840
35 0.908773303 0.271076232 4.41786480 6.72101006E-02 1.87866354 0.218074977 2.89942622 0.522125661 0.479643315
50 0.463594824 1.18367100 0.584547222 0.381337076 0.812611461 0.298648864 1.17136765 0.222658530 0.516729593
45 1.46488738 0.213548273 2.41847062 0.189007103 1.69372833 7.11274222E-02 3.87273455 0.366176426 0.460665345
58 3.22535253 0.365570188 0.381989300 0.913387239 1.51793814 0.433964700 6.17456055 0.568781197 1.43124485
57 0.916541696 0.540767312 0.620124817 0.372934461 0.537915707 0.220637202 5.22640705 9.91463438E-02 0.288193285
49 0.381695598 0.595052421 1.41398561 0.225978240 0.512795866 0.288099498 4.71452856 0.111066610 0.151827201
37 0.513251305 1.04076815 5.21907711 0.425984323 0.705476344 0.263298392 4.59768200 0.207136303 0.593876421
47 1.31634605 0.249488980 3.86240172 0.316412091 0.328314424 0.321975261 0.279030114 0.102265708 0.248959765
59 0.509309530 1.66320801 4.16345336E-02 0.486237198 0.344593227 0.292291045 0.297365278 0.105514266 0.520467699
48 1.89550412 0.603159666 1.42357231E-03 0.424609900 1.24502838 0.157331914 0.448189765 0.295881122 0.147052929
66 0.200662956 0.790735960 4.22386646 6.51526079E-02 1.33066595 0.296196580 3.99991536 5.13694137E-02 2.51073446E-02
55 0.713151872 0.372103482 3.67459249 0.284940183 0.493620068 0.750737906 1.26901960 0.302858859 0.193342730
61 1.32604229 0.409782857 2.18319082 0.442183912 1.87630951 0.387190074 3.75550699 0.629358351 0.635180175
42 2.76450562 0.290116817 5.37310982 0.392654032 0.249648407 1.39794731 1.57766235 0.206273377 0.188289255
52 0.381764799 0.962035835 2.89661407 0.309572309 1.83588004 0.586053729 0.413049638 0.723556697 0.430709183
53 0.847658753 0.436768979 1.37040639 0.264320314 0.324102581 0.650357306 0.226079255 0.183531806 0.383109927
43 1.49470782 0.304537266 0.236608386 0.361412257 1.20704806 0.368417919 1.78195429 0.267746240 0.117177330
76 2.13328910 0.386489689 3.41078472 0.448679715 0.798124254 0.203566954 5.52271461 0.326864004 0.487407416
60 1.00421453 0.544217825 5.24601316 0.460458338 1.17430842 0.426572472 4.43890095 0.398846298 0.767735720
65 1.48562765 0.502946079 3.26944399 0.574256957 1.54210138 0.556916952 4.94015694 0.633630693 0.425530881
64 2.74870229 0.347468287 6.19943047 0.616974235 0.811525702 0.799774647 3.52277899 0.628809571 0.229838923
67 0.412642270 0.807676733 2.31889462 0.312383264 2.13924479 0.116568908 4.71431091E-02 0.225273937 0.466099173
84 1.55208874 0.102420352 5.45437479 0.174215853 0.930070579 0.287488431 6.10933542 0.123184368 0.153300092
68 3.33677125 0.347038835 4.21481562 0.599855065 0.237351015 0.673989534 4.14591551 9.30454060E-02 0.691877842
71 2.04037142 0.202984720 3.71377921 0.251804501 0.375909299 1.18945575 0.168092042 0.336889058 0.285690844
74 2.38740873 7.51432031E-02 1.92524970 0.140122250 0.834164739 0.301535457 5.39250088 0.276915729 0.247733325
78 0.681204915 0.127988130 3.79449391 0.102108002 0.191566363 0.832631350 0.921319604 0.104168177 0.130328789
69 1.61797166 0.129707277 4.29981327 5.76585531E-02 0.821939707 0.351777375 5.27554560 0.225534409 0.209269390
86 0.888737798 0.444286078 0.982352674 0.203742772 2.16795135 0.128199965 0.535335183 0.320398837 0.282820672
89 1.20763600 0.108421840 2.18871737 8.27733949E-02 1.11581552 0.294159770 0.884474993 0.309314132 0.327600688
79 0.565685630 0.539977491 3.52947807 0.251350194 0.723656356 0.511467278 0.985507011 0.355370730 0.104069792
83 1.35709870 0.120586060 0.235568941 0.141962677 1.21025848 0.431282848 0.819876969 0.438541949 0.520007372
85 0.704772830 0.391674906 5.98925829 0.205867380 0.999814510 0.788611770 1.73283172 0.682348728 0.538452327
75 0.966655910 0.445416212 5.62890959 0.355690092 0.214447051 1.93372190 3.17905092 0.125373304 0.360963970
82 0.305006653 0.762006521 3.20091367 0.173899323 0.310251743 1.20040298 2.12303448 0.262128174 0.383014053
97 3.20637774 6.14118651E-02 4.68033886 0.260928661 0.421621472 0.336022407 5.89050484 0.114669710 0.261962771
93 1.63401318 9.62899253E-02 4.72900057 0.336666644 0.203231052 1.22479296 3.19126201 0.126577869 0.224817336
99 0.942547619 4.98230048E-02 3.51649880 0.349044442 0.862149239 0.806276083 4.28035641 0.362575620 0.246003628
63 1.18253088 0.496819973 3.76686835 0.490741968 1.83859062 0.239632368 4.14567709 0.326423585 0.792308211
80 0.889315963 0.702924311 2.07943439 0.525069773 2.61012459 0.378821522 9.56941545E-02 0.698721766 0.185179010
110 0.313020378 1.34729862 0.840293705 0.266313344 4.00700188 8.26520547E-02 0.746889889 0.237334833 0.326729864
92 1.68101203 0.538884819 5.97202826 0.520868659 0.200205117 0.951642334 1.61015952 0.126711145 0.493125379
101 0.141619518 1.54579997 2.13337088 2.37180963E-02 0.546891987 0.380823553 3.30255866 0.210071161 0.229273781
91 0.727580786 0.604564071 1.90516889 0.490635276 1.71951425 0.330118388 4.61105442 0.508556366 0.545251250
112 2.85364389 4.76025268E-02 3.86229515 0.394144922 0.570816815 0.457375288 0.661258459 0.232669666 0.368253410
90 0.935305774 0.152502045 1.84616292 2.88530421E-02 1.86930394 0.148754805 1.36963844 7.47740194E-02 4.69512306E-02
104 0.971388996 0.254687697 2.22561073 0.234073192 1.41983628 0.388244927 5.34811258 0.551748216 0.328362525
98 0.699863791 0.464635581 4.63551712 0.293960422 0.893629074 0.320915580 0.838248193 0.278536737 0.132280976
106 0.636311591 0.288266867 2.88026047 0.143796757 0.469308078 0.747871757 0.213614643 0.316899896 0.184046090
